transcript	gencode_gene	gencode_gene_id	gnomad_gene	chr	gnomad_transcript_start	gnomad_transcript_end	gnomad_cds_start	gnomad_cds_end	strand
ENST00000370508	GOT1	ENSG00000120053	GOT1	10	101156627	101190381	101157307	101190322	-
ENST00000370509	CREG1	ENSG00000143162	CREG1	1	167498914	167523004	167511538	167522978	-
ENST00000370515	SPANXD	ENSG00000196406	SPANXD	X	140785568	140786896	140785625	140786562	-
ENST00000370520	RP11-93B14.6	ENSG00000167046	RP11-93B14.6	20	61272071	61274656	61273323	61274407	-
ENST00000370521	PKN2	ENSG00000065243	PKN2	1	89149905	89301938	89150264	89299128	+
ENST00000370526	LDOC1	ENSG00000182195	LDOC1	X	140269934	140271310	140270769	140271206	-
ENST00000370527	C20orf166	ENSG00000174407	C20orf166	20	61147660	61167971	61150865	61167881	+
ENST00000370532	CDR1	ENSG00000184258	CDR1	X	139865425	139866723	139865746	139866531	-
ENST00000370535	LINC00632	ENSG00000203930	LINC00632	X	139791932	139854844	139791962	139795945	+
ENST00000370536	SOX3	ENSG00000134595	SOX3	X	139585152	139587225	139585888	139587225	-
ENST00000370540	CXorf66	ENSG00000203933	CXorf66	X	139037884	139047679	139038058	139047655	-
ENST00000370544	LMO4	ENSG00000143013	LMO4	1	87794151	87814606	87797699	87810476	+
ENST00000370548	RP5-1052I5.2	ENSG00000267561	RP5-1052I5.2	1	87458692	87634884	87458765	87633856	+
ENST00000370550	HS2ST1	ENSG00000153936	HS2ST1	1	87380331	87602334	87380720	87570376	+
ENST00000370552	HPSE2	ENSG00000172987	HPSE2	10	100218875	100995619	100219334	100995559	-
ENST00000370563	CLCA4	ENSG00000016602	CLCA4	1	87012761	87046437	87012803	87046025	+
ENST00000370565	CLCA2	ENSG00000137975	CLCA2	1	86889769	86922241	86889931	86921207	+
ENST00000370571	COL24A1	ENSG00000171502	COL24A1	1	86194916	86622626	86196232	86622079	-
ENST00000370574	ZNHIT6	ENSG00000117174	ZNHIT6	1	86115106	86174116	86119744	86173967	-
ENST00000370575	PYROXD2	ENSG00000119943	PYROXD2	10	100143322	100174941	100143558	100174892	-
ENST00000370577	LMBRD1	ENSG00000168216	LMBRD1	6	70385694	70507003	70386053	70506773	-
ENST00000370580	BCL10	ENSG00000142867	BCL10	1	85731931	85742773	85733313	85742035	-
ENST00000370589	MCOLN3	ENSG00000055732	MCOLN3	1	85483765	85514182	85484809	85511043	-
ENST00000370597	CRTAC1	ENSG00000095713	CRTAC1	10	99624757	99790585	99625308	99790229	-
ENST00000370598	BAI3	ENSG00000135298	BAI3	6	69345259	70099403	69348568	70098780	+
ENST00000370602	GOLGA7B	ENSG00000155265	GOLGA7B	10	99609996	99631337	99610061	99625454	+
ENST00000370603	FGF13	ENSG00000129682	FGF13	X	137713735	138304939	137715014	138286269	-
ENST00000370608	MCOLN2	ENSG00000153898	MCOLN2	1	85391268	85462796	85392371	85462555	-
ENST00000370624	C1orf180	ENSG00000180869	C1orf180	1	85093913	85100703	85096300	85097390	-
ENST00000370626	AVPI1	ENSG00000119986	AVPI1	10	99437181	99447080	99437629	99439662	-
ENST00000370629	CD40LG	ENSG00000102245	CD40LG	X	135730352	135742549	135730408	135741571	+
ENST00000370630	CTBS	ENSG00000117151	CTBS	1	85015289	85040163	85020685	85040098	-
ENST00000370631	PI4K2A	ENSG00000155252	PI4K2A	10	99344131	99436191	99400500	99433496	+
ENST00000370634	VGLL1	ENSG00000102243	VGLL1	X	135614311	135638966	135618180	135638695	+
ENST00000370640	C10orf62	ENSG00000203942	C10orf62	10	99349450	99350690	99349655	99350323	+
ENST00000370641	GNG5	ENSG00000174021	GNG5	1	84964008	84972248	84967531	84971774	-
ENST00000370646	HOGA1	ENSG00000241935	HOGA1	10	99344080	99372559	99344461	99371413	+
ENST00000370648	BRS3	ENSG00000102239	BRS3	X	135570046	135575939	135570274	135574531	+
ENST00000370649	PI4K2A	ENSG00000249967	PI4K2A	10	99344131	99433667	99344461	99433496	+
ENST00000370651	PTP4A1	ENSG00000112245	PTP4A1	6	64231666	64293492	64286786	64290076	+
ENST00000370654	RPF1	ENSG00000117133	RPF1	1	84944942	84963473	84944965	84963150	+
ENST00000370657	LGSN	ENSG00000146166	LGSN	6	63985856	64029882	63989929	64029848	-
ENST00000370659	FKBP1C	ENSG00000198225	FKBP1C	6	63921351	63922929	63921462	63921785	+
ENST00000370664	UBTD1	ENSG00000165886	UBTD1	10	99258625	99330966	99258961	99330277	+
ENST00000370665	DNASE2B	ENSG00000137976	DNASE2B	1	84864215	84880701	84864248	84880548	+
ENST00000370673	SAMD13	ENSG00000203943	SAMD13	1	84764049	84855640	84764241	84815454	+
ENST00000370685	PRKACB	ENSG00000142875	PRKACB	1	84543745	84704181	84610045	84700985	+
ENST00000370693	BAG2	ENSG00000112208	BAG2	6	57037124	57054631	57037496	57048985	+
ENST00000370695	SLC9A6	ENSG00000198689	SLC9A6	X	135067598	135129423	135067662	135126880	+
ENST00000370706	ZNF451	ENSG00000112200	ZNF451	6	56951642	57035105	56955052	57033264	+
ENST00000370733	KIAA1586	ENSG00000168116	KIAA1586	6	56911347	56920023	56911554	56919658	+
ENST00000370742	ELTD1	ENSG00000162618	ELTD1	1	79355449	79472403	79356842	79472339	-
ENST00000370746	BEND6	ENSG00000151917	BEND6	6	56819773	56892140	56846609	56883343	+
ENST00000370747	IFI44	ENSG00000137965	IFI44	1	79115481	79129763	79115881	79129493	+
ENST00000370751	IFI44L	ENSG00000137959	IFI44L	1	79085607	79111830	79093601	79107491	+
ENST00000370752	DDX26B	ENSG00000165359	DDX26B	X	134654584	134716435	134654918	134715558	+
ENST00000370757	PTGFR	ENSG00000122420	PTGFR	1	78769568	79005434	78958429	79002369	+
ENST00000370759	GIPC2	ENSG00000137960	GIPC2	1	78445226	78604133	78511779	78601424	+
ENST00000370763	DNAJB4	ENSG00000162616	DNAJB4	1	78444859	78483648	78470795	78481928	+
ENST00000370766	ZNF75D	ENSG00000186376	ZNF75D	X	134382867	134478012	134421072	134428066	-
ENST00000370768	FUBP1	ENSG00000162613	FUBP1	1	78409740	78444794	78414454	78444688	-
ENST00000370775	FAM127B	ENSG00000203950	FAM127B	X	134184962	134186226	134185800	134186138	-
ENST00000370783	MOSPD1	ENSG00000101928	MOSPD1	X	134021656	134049297	134023194	134033463	-
ENST00000370784	FAM122C	ENSG00000156500	FAM122C	X	133930819	133988640	133941629	133988263	+
ENST00000370791	FAM73A	ENSG00000180488	FAM73A	1	78245309	78344106	78245341	78340746	+
ENST00000370793	USP33	ENSG00000077254	USP33	1	78161672	78225537	78163005	78211147	-
ENST00000370801	ZZZ3	ENSG00000036549	ZZZ3	1	78028101	78149104	78031328	78099039	-
ENST00000370812	PIGK	ENSG00000142892	PIGK	1	77554675	77685115	77558062	77685087	-
ENST00000370823	MTG2	ENSG00000101181	MTG2	20	60758085	60778624	60768477	60776130	+
ENST00000370828	GPC4	ENSG00000076716	GPC4	X	132434131	132549518	132436898	132548993	-
ENST00000370830	BMP5	ENSG00000112175	BMP5	6	55618443	55740362	55620334	55739663	-
ENST00000370853	MBNL3	ENSG00000076770	MBNL3	X	131503345	131623996	131513697	131573639	-
ENST00000370855	SLC44A5	ENSG00000137968	SLC44A5	1	75667816	76076801	75672295	76007132	-
ENST00000370862	HCRTR2	ENSG00000137252	HCRTR2	6	55039050	55147418	55039386	55147249	+
ENST00000370867	TYW3	ENSG00000162623	TYW3	1	75198836	75232362	75198929	75229794	+
ENST00000370873	PSMA7	ENSG00000101182	PSMA7	20	60711791	60718496	60711916	60718359	-
ENST00000370888	LRRC1	ENSG00000137269	LRRC1	6	53659295	53788919	53660055	53787588	+
ENST00000370891	TNNI3K	ENSG00000116783	TNNI3K	1	74663947	75010112	74663963	75009663	+
ENST00000370902	EXOSC1	ENSG00000171311	EXOSC1	10	99195899	99205774	99196205	99205742	-
ENST00000370903	IGSF1	ENSG00000147255	IGSF1	X	130407480	130533677	130407773	130420648	-
ENST00000370905	KLHL31	ENSG00000124743	KLHL31	6	53512699	53530506	53516399	53520070	-
ENST00000370920	ZRANB2	ENSG00000132485	ZRANB2	1	71528974	71546980	71530760	71546678	-
ENST00000370938	CTH	ENSG00000116761	CTH	1	70876901	70905534	70877099	70904807	+
ENST00000370940	HHLA3	ENSG00000197568	HHLA3	1	70820488	70851022	70820635	70833408	+
ENST00000370944	ANKRD13C	ENSG00000118454	ANKRD13C	1	70726271	70820417	70728403	70820091	-
ENST00000370950	SRSF11	ENSG00000116754	SRSF11	1	70671365	70718735	70687320	70716485	+
ENST00000370952	LRRC40	ENSG00000066557	LRRC40	1	70610488	70671303	70611486	70671223	-
ENST00000370963	GSTA4	ENSG00000170899	GSTA4	6	52842751	52860176	52843271	52859041	-
ENST00000370978	ZNF280C	ENSG00000056277	ZNF280C	X	129336685	129402873	129338954	129394423	-
ENST00000370981	DIRAS3	ENSG00000162595	DIRAS3	1	68511645	68517314	68512294	68512980	-
ENST00000370982	GNG12	ENSG00000172380	GNG12	1	68167149	68299150	68171137	68173369	-
ENST00000370986	GADD45A	ENSG00000116717	GADD45A	1	68150744	68154021	68151178	68153454	+
ENST00000370989	GSTA5	ENSG00000182793	GSTA5	6	52696453	52710893	52696649	52705611	-
ENST00000370992	RRP12	ENSG00000052749	RRP12	10	99116115	99161127	99116854	99160988	-
ENST00000370995	SERBP1	ENSG00000142864	SERBP1	1	67873493	67896098	67878893	67895983	-
ENST00000370996	PPP1R3D	ENSG00000132825	PPP1R3D	20	58511894	58515352	58514090	58514986	-
ENST00000371007	C1orf141	ENSG00000203963	C1orf141	1	67557848	67697536	67558691	67592923	-
ENST00000371015	PHACTR3	ENSG00000087495	PHACTR3	20	58152564	58422766	58180070	58422182	+
ENST00000371019	FRAT2	ENSG00000181274	FRAT2	10	99092255	99094458	99093631	99094329	-
ENST00000371021	FRAT1	ENSG00000165879	FRAT1	10	99079022	99081672	99079211	99080047	+
ENST00000371026	WDR78	ENSG00000152763	WDR78	1	67278568	67390570	67279816	67390514	-
ENST00000371030	ZNF831	ENSG00000124203	ZNF831	20	57766075	57834168	57766075	57829795	+
ENST00000371037	SGIP1	ENSG00000118473	SGIP1	1	66999066	67213982	67000042	67208775	+
ENST00000371065	LEPROT	ENSG00000213625	LEPROT	1	65886270	65901690	65886408	65897599	+
ENST00000371068	EFHC1	ENSG00000096093	EFHC1	6	52285106	52387892	52285209	52357136	+
ENST00000371069	DNAJC6	ENSG00000116675	DNAJC6	1	65713902	65881552	65775429	65878705	+
ENST00000371072	RAVER2	ENSG00000162437	RAVER2	1	65210778	65298915	65210856	65296665	+
ENST00000371076	UBE2U	ENSG00000177414	UBE2U	1	64669310	64733051	64669734	64709813	+
ENST00000371079	ROR1	ENSG00000185483	ROR1	1	64239693	64647181	64240089	64644535	+
ENST00000371083	PGM1	ENSG00000079739	PGM1	1	64058947	64125916	64089132	64125343	+
ENST00000371086	DLEU2L	ENSG00000116652	DLEU2L	1	64014588	64015405	64014979	64015258	+
ENST00000371088	EFCAB7	ENSG00000203965	EFCAB7	1	63989043	64038364	63991244	64038184	+
ENST00000371092	ITGB3BP	ENSG00000142856	ITGB3BP	1	63906441	64059392	63912481	63988804	-
ENST00000371097	LCOR	ENSG00000196233	LCOR	10	98592017	98740800	98708815	98715676	+
ENST00000371100	GNAS	ENSG00000087460	GNAS	20	57414773	57486247	57428321	57485881	+
ENST00000371106	XPNPEP2	ENSG00000122121	XPNPEP2	X	128872950	128903514	128873190	128902458	+
ENST00000371108	ALG6	ENSG00000088035	ALG6	1	63833261	63904233	63836649	63902688	+
ENST00000371113	OCRL	ENSG00000122126	OCRL	X	128673826	128726538	128674417	128724244	+
ENST00000371116	FOXD3	ENSG00000187140	FOXD3	1	63788730	63790797	63788730	63790163	+
ENST00000371117	PKHD1	ENSG00000170927	PKHD1	6	51480098	51952423	51483882	51949731	-
ENST00000371122	SMARCA1	ENSG00000102038	SMARCA1	X	128580480	128657477	128582289	128657347	-
ENST00000371124	ACTRT1	ENSG00000123165	ACTRT1	X	127184943	127186382	127185058	127186185	-
ENST00000371125	CXorf64	ENSG00000183631	CXorf64	X	125953747	125955769	125953827	125955515	+
ENST00000371126	DCAF12L1	ENSG00000198889	DCAF12L1	X	125683369	125686834	125685203	125686591	-
ENST00000371129	ANGPTL3	ENSG00000132855	ANGPTL3	1	63063158	63071830	63063238	63070485	+
ENST00000371139	SH2D1A	ENSG00000183918	SH2D1A	X	123480194	123507005	123480493	123505238	+
ENST00000371141	STX16	ENSG00000124222	STX16	20	57226328	57254582	57227063	57251344	+
ENST00000371142	TM9SF3	ENSG00000077147	TM9SF3	10	98277866	98347209	98282023	98346592	-
ENST00000371148	DEFB110	ENSG00000203970	DEFB110	6	49976851	49989694	49986693	49989648	-
ENST00000371149	APCDD1L	ENSG00000198768	APCDD1L	20	57034157	57090187	57035849	57089763	-
ENST00000371153	KANK4	ENSG00000132854	KANK4	1	62702651	62785085	62703952	62747236	-
ENST00000371158	INADL	ENSG00000132849	INADL	1	62208149	62629592	62228565	62626604	+
ENST00000371168	C20orf85	ENSG00000124237	C20orf85	20	56725960	56736206	56726021	56735875	+
ENST00000371172	OPALIN	ENSG00000197430	OPALIN	10	98102973	98119092	98105701	98118653	-
ENST00000371173	ZBP1	ENSG00000124256	ZBP1	20	56178902	56195632	56179632	56195351	-
ENST00000371174	DNTT	ENSG00000107447	DNTT	10	98064085	98098321	98064255	98097978	+
ENST00000371175	RHAG	ENSG00000112077	RHAG	6	49572871	49604552	49573529	49604525	-
ENST00000371180	TM2D1	ENSG00000162604	TM2D1	1	62146718	62191095	62149111	62190978	-
ENST00000371189	NFIA	ENSG00000162599	NFIA	1	61330931	61928465	61547616	61920989	+
ENST00000371197	GLYATL3	ENSG00000203972	GLYATL3	6	49467671	49494760	49479704	49494624	+
ENST00000371199	XIAP	ENSG00000101966	XIAP	X	122993574	123047829	123019513	123041028	+
ENST00000371201	C1orf87	ENSG00000162598	C1orf87	1	60452941	60539442	60456348	60538315	-
ENST00000371204	CYP2J2	ENSG00000134716	CYP2J2	1	60358980	60392462	60359326	60392418	-
ENST00000371207	ENTPD1	ENSG00000138185	ENTPD1	10	97471536	97637023	97515472	97626137	+
ENST00000371208	HOOK1	ENSG00000134709	HOOK1	1	60280458	60342050	60280790	60338634	+
ENST00000371211	OPN5	ENSG00000124818	OPN5	6	47749718	47800516	47749803	47791724	+
ENST00000371217	TCTN3	ENSG00000119977	TCTN3	10	97423158	97453900	97423827	97453656	-
ENST00000371218	FGGY	ENSG00000172456	FGGY	1	59762310	60233347	59787222	60228253	+
ENST00000371222	JUN	ENSG00000177606	JUN	1	59246465	59249785	59247750	59248742	-
ENST00000371224	ALDH18A1	ENSG00000059573	ALDH18A1	10	97365696	97416463	97366522	97413134	-
ENST00000371225	TACSTD2	ENSG00000184292	TACSTD2	1	59041099	59043166	59041860	59042828	-
ENST00000371226	OMA1	ENSG00000162600	OMA1	1	58881056	59012474	58946640	59004966	-
ENST00000371236	DAB1	ENSG00000173406	DAB1	1	57460451	59012406	57476371	57756702	-
ENST00000371237	C8B	ENSG00000021852	C8B	1	57394883	57431813	57395080	57431621	-
ENST00000371244	PRKAA2	ENSG00000162409	PRKAA2	1	57110995	57181008	57111061	57173383	+
ENST00000371247	SORBS1	ENSG00000095637	SORBS1	10	97071528	97321171	97074819	97200892	-
ENST00000371250	PPAP2B	ENSG00000162407	PPAP2B	1	56960419	57110974	56962226	57044689	-
ENST00000371253	GPR110	ENSG00000153292	GPR110	6	46965440	47010099	46967962	46996797	-
ENST00000371263	SPO11	ENSG00000054796	SPO11	20	55904815	55919050	55904924	55918513	+
ENST00000371265	BSND	ENSG00000162399	BSND	1	55464606	55476556	55464860	55474298	+
ENST00000371268	TMEM61	ENSG00000143001	TMEM61	1	55446465	55457966	55446739	55457773	+
ENST00000371269	DHCR24	ENSG00000116133	DHCR24	1	55315306	55352891	55317909	55352792	-
ENST00000371270	CYP2C8	ENSG00000138115	CYP2C8	10	96796530	96829254	96796888	96829159	-
ENST00000371273	C1orf177	ENSG00000162398	C1orf177	1	55271736	55307925	55271790	55307543	+
ENST00000371276	TTC22	ENSG00000006555	TTC22	1	55245385	55266940	55246919	55266836	-
ENST00000371279	PARS2	ENSG00000162396	PARS2	1	55222571	55230187	55223410	55224834	-
ENST00000371281	TTC4	ENSG00000243725	TTC4	1	55181495	55208330	55181582	55207183	+
ENST00000371311	CT47B1	ENSG00000236446	CT47B1	X	120006457	120009779	120007753	120009524	-
ENST00000371315	MCTS1	ENSG00000232119	MCTS1	X	119727865	119754929	119738709	119746116	+
ENST00000371316	ACOT11	ENSG00000162390	ACOT11	1	55007930	55104865	55013983	55100399	+
ENST00000371320	SSBP3	ENSG00000157216	SSBP3	1	54691105	54879152	54692807	54871681	-
ENST00000371321	CYP2C19	ENSG00000165841	CYP2C19	10	96447911	96613017	96522463	96612668	+
ENST00000371325	FAM209B	ENSG00000213714	FAM209B	20	55108302	55111576	55108398	55111491	+
ENST00000371328	FAM209A	ENSG00000124103	FAM209A	20	55092243	55101198	55099865	55101123	+
ENST00000371330	CDCP2	ENSG00000157211	CDCP2	1	54598747	54619443	54605196	54618595	-
ENST00000371336	CASS4	ENSG00000087589	CASS4	20	54987168	55034396	54987515	55033800	+
ENST00000371347	SLC25A27	ENSG00000153291	SLC25A27	6	46620678	46645930	46620930	46644188	+
ENST00000371360	LDLRAD1	ENSG00000203985	LDLRAD1	1	54474412	54483856	54474658	54483785	-
ENST00000371361	NOC3L	ENSG00000173145	NOC3L	10	96075004	96122716	96093937	96122595	-
ENST00000371370	LRRC42	ENSG00000116212	LRRC42	1	54411750	54433841	54417673	54433609	+
ENST00000371372	CACNA1B	ENSG00000148408	CACNA1B	9	140772241	141019076	140772386	141016448	+
ENST00000371374	RCAN2	ENSG00000172348	RCAN2	6	46188475	46459709	46190881	46424713	-
ENST00000371380	PLCE1	ENSG00000138193	PLCE1	10	95753746	96092580	95790804	96084834	+
ENST00000371383	ENPP5	ENSG00000112796	ENPP5	6	46126924	46138708	46129066	46135999	-
ENST00000371384	FAM210B	ENSG00000124098	FAM210B	20	54933971	54943719	54934062	54941340	+
ENST00000371388	RHOXF2	ENSG00000131721	RHOXF2	X	119292467	119297945	119292657	119297690	+
ENST00000371402	RHOXF2B	ENSG00000203989	RHOXF2B	X	119205848	119211707	119206484	119211517	-
ENST00000371410	NKAP	ENSG00000101882	NKAP	X	119059014	119077735	119059186	119077568	-
ENST00000371417	C9orf37	ENSG00000203993	C9orf37	9	140509784	140513358	140510124	140510651	-
ENST00000371418	LGI1	ENSG00000108231	LGI1	10	95517566	95557916	95517902	95557557	+
ENST00000371419	PFDN4	ENSG00000101132	PFDN4	20	52824386	52844591	52824640	52835686	+
ENST00000371421	ARRDC1	ENSG00000197070	ARRDC1	9	140500106	140509812	140500170	140509587	+
ENST00000371429	NDC1	ENSG00000058804	NDC1	1	54231133	54304533	54233646	54303934	-
ENST00000371431	AKAP14	ENSG00000186471	AKAP14	X	119029800	119054679	119037187	119054567	+
ENST00000371437	NDUFA1	ENSG00000125356	NDUFA1	X	119005450	119010625	119005875	119010494	+
ENST00000371438	RUNX2	ENSG00000124813	RUNX2	6	45295894	45632086	45296464	45515039	+
ENST00000371442	RNF113A	ENSG00000125352	RNF113A	X	119004497	119005791	119004548	119005576	-
ENST00000371443	MRPL41	ENSG00000182154	MRPL41	9	140445651	140447007	140446534	140446944	+
ENST00000371445	DMRTB1	ENSG00000143006	DMRTB1	1	53925072	53933161	53925127	53932332	+
ENST00000371447	PDE6C	ENSG00000095464	PDE6C	10	95372345	95425767	95372483	95425172	+
ENST00000371460	SUPT3H	ENSG00000196284	SUPT3H	6	44777054	45345690	44797556	45290653	-
ENST00000371467	RBP4	ENSG00000138207	RBP4	10	95351444	95361501	95351835	95360785	-
ENST00000371470	MAGOH	ENSG00000162385	MAGOH	1	53692564	53704282	53692720	53704120	-
ENST00000371471	ZNF217	ENSG00000171940	ZNF217	20	52183604	52226446	52188286	52199365	-
ENST00000371475	NSMF	ENSG00000165802	NSMF	9	140342022	140353786	140343849	140353554	-
ENST00000371477	CDC5L	ENSG00000096401	CDC5L	6	44355262	44418163	44355561	44414445	+
ENST00000371483	FFAR4	ENSG00000186188	FFAR4	10	95326422	95364237	95326478	95347363	+
ENST00000371485	CEP55	ENSG00000138180	CEP55	10	95256389	95288849	95259809	95287907	+
ENST00000371486	CPT2	ENSG00000157184	CPT2	1	53662101	53679869	53662616	53679264	+
ENST00000371494	SLC1A7	ENSG00000162383	SLC1A7	1	53552855	53608289	53553684	53608121	-
ENST00000371497	TSHZ2	ENSG00000182463	TSHZ2	20	51588946	52111869	51589833	51873099	+
ENST00000371505	TCTE1	ENSG00000146221	TCTE1	6	44246480	44265458	44247921	44255562	-
ENST00000371506	ENTPD8	ENSG00000188833	ENTPD8	9	140328816	140336268	140329369	140332737	-
ENST00000371514	SCP2	ENSG00000116171	SCP2	1	53392901	53517375	53393069	53516373	+
ENST00000371521	NDOR1	ENSG00000188566	NDOR1	9	140100147	140111461	140100230	140110865	+
ENST00000371522	ECHDC2	ENSG00000121310	ECHDC2	1	53361656	53392884	53362195	53387345	-
ENST00000371528	ZYG11A	ENSG00000203995	ZYG11A	1	53308183	53360670	53308556	53358626	+
ENST00000371538	SELRC1	ENSG00000162377	COA7	1	53152508	53164038	53153395	53163998	-
ENST00000371542	LRRC26	ENSG00000184709	LRRC26	9	140063210	140064503	140063309	140064395	-
ENST00000371553	GRIN1	ENSG00000176884	GRIN1	9	140032842	140063207	140033939	140062291	+
ENST00000371554	HSP90AB1	ENSG00000096384	HSP90AB1	6	44214824	44221620	44216367	44221332	+
ENST00000371558	UBE2A	ENSG00000077721	UBE2A	X	118708501	118718381	118708675	118717215	+
ENST00000371568	ORC1	ENSG00000085840	ORC1	1	52838501	52870131	52838856	52867895	-
ENST00000371571	KCNG1	ENSG00000026559	KCNG1	20	49620193	49639666	49620579	49626875	-
ENST00000371579	DPP7	ENSG00000176978	DPP7	9	140004994	140009629	140005103	140009165	-
ENST00000371586	CC2D1B	ENSG00000154222	CC2D1B	1	52811395	52831865	52819194	52830292	-
ENST00000371588	DPM1	ENSG00000000419	DPM1	20	49551404	49575092	49551672	49575060	-
ENST00000371589	MAN1B1	ENSG00000177239	MAN1B1	9	139981379	140003635	139981452	140003040	+
ENST00000371594	CXorf56	ENSG00000018610	CXorf56	X	118672112	118699397	118673693	118699318	-
ENST00000371601	NPDC1	ENSG00000107281	NPDC1	9	139933922	139940655	139934227	139940441	-
ENST00000371610	PARD6B	ENSG00000124171	PARD6B	20	49348081	49373332	49348324	49367022	+
ENST00000371614	KTI12	ENSG00000198841	KTI12	1	52497775	52499488	52498372	52499433	-
ENST00000371620	C9orf142	ENSG00000148362	C9orf142	9	139886870	139888436	139886896	139888254	+
ENST00000371621	PTPN1	ENSG00000196396	PTPN1	20	49126891	49201299	49127065	49199249	+
ENST00000371625	PTGDS	ENSG00000107317	PTGDS	9	139871956	139879887	139872031	139875304	+
ENST00000371626	TXNDC12	ENSG00000117862	TXNDC12	1	52485803	52521843	52486608	52520768	-
ENST00000371627	TNKS2	ENSG00000107854	TNKS2	10	93558069	93625033	93558448	93622753	+
ENST00000371628	LONRF3	ENSG00000175556	LONRF3	X	118108581	118152318	118108744	118151650	+
ENST00000371629	C9orf141	ENSG00000198454	C9orf141	9	139863695	139866442	139863820	139866279	+
ENST00000371633	LCN12	ENSG00000184925	LCN12	9	139844003	139849949	139846780	139849848	+
ENST00000371655	RAB3B	ENSG00000169213	RAB3B	1	52373628	52456436	52385602	52442789	-
ENST00000371663	RABL6	ENSG00000196642	RABL6	9	139702374	139735639	139702649	139734971	+
ENST00000371666	IL13RA1	ENSG00000131724	IL13RA1	X	117861535	117928502	117861602	117925814	+
ENST00000371688	LCN8	ENSG00000204001	LCN8	9	139648838	139652678	139648953	139652382	-
ENST00000371692	FAM69B	ENSG00000165716	FAM69B	9	139607022	139618502	139607118	139618223	+
ENST00000371696	AGPAT2	ENSG00000169692	AGPAT2	9	139567595	139581875	139568207	139581809	-
ENST00000371697	ANKRD1	ENSG00000148677	ANKRD1	10	92671853	92681033	92672626	92680784	-
ENST00000371699	EGFL7	ENSG00000172889	EGFL7	9	139553308	139567130	139562735	139566735	+
ENST00000371711	B4GALT5	ENSG00000158470	B4GALT5	20	48249482	48330415	48252852	48330227	-
ENST00000371712	INPP5E	ENSG00000148384	INPP5E	9	139323071	139334274	139324130	139333871	-
ENST00000371717	PMPCA	ENSG00000165688	PMPCA	9	139305110	139318213	139305121	139317713	+
ENST00000371732	CARD9	ENSG00000187796	CARD9	9	139256355	139268133	139258757	139266530	-
ENST00000371733	EPS15	ENSG00000085832	EPS15	1	51819935	51985000	51822375	51984903	-
ENST00000371738	DNLZ	ENSG00000213221	DNLZ	9	139253932	139258241	139256467	139258166	-
ENST00000371741	KCNB1	ENSG00000158445	KCNB1	20	47980414	48099184	47989523	48099017	-
ENST00000371746	LHX3	ENSG00000107187	LHX3	9	139088096	139096955	139089174	139094885	-
ENST00000371753	NACC2	ENSG00000148411	NACC2	9	138898383	138987131	138903365	138942367	-
ENST00000371756	UBAC1	ENSG00000130560	UBAC1	9	138824815	138853226	138825249	138853008	-
ENST00000371757	KCNT1	ENSG00000107147	KCNT1	9	138594031	138684992	138594105	138684004	+
ENST00000371759	C1orf185	ENSG00000204006	C1orf185	1	51567906	51613752	51567906	51613440	+
ENST00000371763	GLT6D1	ENSG00000204007	GLT6D1	9	138515502	138531386	138515946	138531033	-
ENST00000371764	DDX27	ENSG00000124228	DDX27	20	47835884	47860614	47835893	47860368	+
ENST00000371785	MRPS2	ENSG00000122140	MRPS2	9	138391830	138396519	138392557	138395976	+
ENST00000371790	SLC16A12	ENSG00000152779	SLC16A12	10	91190051	91316398	91192824	91222335	-
ENST00000371795	IFIT5	ENSG00000152778	IFIT5	10	91174343	91180758	91174556	91178402	+
ENST00000371804	IFIT1	ENSG00000185745	IFIT1	10	91152303	91163745	91152470	91163466	+
ENST00000371806	FCN1	ENSG00000085265	FCN1	9	137801431	137809809	137801647	137809717	-
ENST00000371809	IFIT1B	ENSG00000204010	IFIT1B	10	91137813	91144962	91137893	91144492	+
ENST00000371817	COL5A1	ENSG00000130635	COL5A1	9	137533620	137736686	137534034	137734146	+
ENST00000371818	IFIT3	ENSG00000119917	IFIT3	10	91087651	91100728	91087831	91099882	+
ENST00000371826	IFIT2	ENSG00000119922	IFIT2	10	91061712	91069033	91061881	91067129	+
ENST00000371833	BEND5	ENSG00000162373	BEND5	1	49193195	49242641	49193561	49242503	-
ENST00000371839	AGBL4	ENSG00000186094	AGBL4	1	48998527	50489585	48999848	50489468	-
ENST00000371847	SPATA6	ENSG00000132122	SPATA6	1	48761044	48937845	48764388	48937680	-
ENST00000371850	VAV2	ENSG00000160293	VAV2	9	136627016	136857726	136629187	136857400	-
ENST00000371852	CH25H	ENSG00000138135	CH25H	10	90965694	90967071	90966234	90967049	-
ENST00000371856	STAU1	ENSG00000124214	STAU1	20	47729878	47804904	47731418	47782738	-
ENST00000371872	SARDH	ENSG00000123453	SARDH	9	136528682	136605077	136529014	136599295	-
ENST00000371873	CMPK1	ENSG00000162368	CMPK1	1	47799469	47844511	47799618	47842414	+
ENST00000371877	STIL	ENSG00000123473	STIL	1	47715811	47779819	47716811	47775991	-
ENST00000371891	CYP4A22	ENSG00000162365	CYP4A22	1	47603107	47615413	47603158	47614466	+
ENST00000371894	CXorf61	ENSG00000204019	CT83	X	115592849	115594164	115592911	115594017	-
ENST00000371899	SLC2A6	ENSG00000160326	SLC2A6	9	136336217	136344259	136337146	136344181	-
