transcript	classification	median_mcr_mis_oe
ENST00000650871	P/LP	1.0095
ENST00000650871	B/LB	1.0095
ENST00000651372	B/LB	1.0141
ENST00000651419	B/LB	1.0935
ENST00000651503	P/LP	0.331
ENST00000651503	B/LB	0.87138
ENST00000651514	P/LP	0.73803
ENST00000651514	B/LB	0.73803
ENST00000651528	P/LP	0.75895
ENST00000651528	B/LB	0.97316
ENST00000651546	B/LB	0.8559
ENST00000651671	P/LP	0.69656
ENST00000651671	B/LB	0.86257
ENST00000651931	P/LP	0.98102
ENST00000651931	B/LB	0.72623
ENST00000651968	P/LP	1.051
ENST00000651968	B/LB	1.051
ENST00000652304	P/LP	0.77969
ENST00000652304	B/LB	0.77969
ENST00000652347	B/LB	0.86793
ENST00000652429	P/LP	0.86844
ENST00000652429	B/LB	0.86844
ENST00000656825	P/LP	0.090651
ENST00000656932	P/LP	0.72006
ENST00000656932	B/LB	0.72006
ENST00000661543	P/LP	0.78523
ENST00000661543	B/LB	0.78523
ENST00000672264	P/LP	0.34221
ENST00000672264	B/LB	0.86762
ENST00000672756	P/LP	0
ENST00000672756	B/LB	0.92281
ENST00000673466	P/LP	0.37357
ENST00000673466	B/LB	0.41101
ENST00000673685	P/LP	0.36913
ENST00000673685	B/LB	1.0473
ENST00000673934	P/LP	0.80644
ENST00000673934	B/LB	0.91518
ENST00000674182	P/LP	0.89667
ENST00000674182	B/LB	0.89667
ENST00000674280	B/LB	1.1098
ENST00000674500	B/LB	0.98549
ENST00000674923	P/LP	0.4075
ENST00000674923	B/LB	0.87268
ENST00000674931	B/LB	1.04
ENST00000674977	P/LP	0.5494
ENST00000674977	B/LB	0.79975
ENST00000675163	P/LP	1.0997
ENST00000675163	B/LB	0.92801
ENST00000675367	P/LP	0.84222
ENST00000675367	B/LB	0.84222
ENST00000675478	P/LP	0.10148
ENST00000675478	B/LB	0.86195
ENST00000675903	P/LP	0.46376
ENST00000675903	B/LB	0.71461
ENST00000676320	B/LB	0.63856
ENST00000677123	B/LB	1.0553
ENST00000677622	P/LP	0.98699
ENST00000677622	B/LB	0.98699
ENST00000677713	P/LP	0.42472
ENST00000677713	B/LB	1.0373
ENST00000678254	P/LP	0.88565
ENST00000678254	B/LB	0.88565
ENST00000679126	P/LP	0.82425
ENST00000679126	B/LB	0.82425
ENST00000679463	P/LP	0.86822
ENST00000679463	B/LB	0.86822
ENST00000681038	P/LP	0.23462
ENST00000681038	B/LB	1.0544
ENST00000683024	B/LB	1.021
ENST00000683767	P/LP	0.92424
ENST00000683767	B/LB	0.93491
ENST00000684270	B/LB	0.85359
ENST00000687212	P/LP	0.46701
ENST00000687212	B/LB	0.87356
ENST00000687756	B/LB	0.96882
ENST00000689528	B/LB	0.87141
ENST00000690982	B/LB	0.86638
ENST00000691494	B/LB	0.97621
