transcript	classification	median_mcr_mis_oe
ENST00000340844	B/LB	1.0418
ENST00000340941	P/LP	0.96989
ENST00000340941	B/LB	0.96989
ENST00000341156	P/LP	0.91
ENST00000341156	B/LB	0.91
ENST00000341249	B/LB	1.2468
ENST00000341459	P/LP	0.96178
ENST00000341459	B/LB	0.96178
ENST00000341511	B/LB	1.0366
ENST00000341552	B/LB	0.99184
ENST00000341695	P/LP	1.046
ENST00000341695	B/LB	1.046
ENST00000341735	B/LB	1.1847
ENST00000342245	P/LP	0.9864
ENST00000342245	B/LB	0.9864
ENST00000342380	B/LB	0.91482
ENST00000342494	P/LP	0.87779
ENST00000342494	B/LB	0.87779
ENST00000342537	B/LB	0.90275
ENST00000343131	B/LB	0.95821
ENST00000343307	P/LP	0.95402
ENST00000343307	B/LB	0.95402
ENST00000343411	P/LP	1.209
ENST00000343411	B/LB	1.209
ENST00000343818	P/LP	0.89724
ENST00000343818	B/LB	0.89724
ENST00000344209	P/LP	1.0357
ENST00000344209	B/LB	1.0357
ENST00000344419	P/LP	0.98341
ENST00000344419	B/LB	0.98341
ENST00000344442	P/LP	1.0891
ENST00000344442	B/LB	1.0891
ENST00000344529	P/LP	0.85886
ENST00000344537	B/LB	1.0772
ENST00000344697	P/LP	0.9032
ENST00000344697	B/LB	0.9032
ENST00000344920	P/LP	0.84993
ENST00000344920	B/LB	0.84993
ENST00000344922	B/LB	0.97202
ENST00000344924	P/LP	0.85582
ENST00000344924	B/LB	0.85582
ENST00000345003	P/LP	1.0241
ENST00000345003	B/LB	1.0241
ENST00000345127	P/LP	0.80004
ENST00000345127	B/LB	0.80004
ENST00000345728	B/LB	0.82974
ENST00000345732	B/LB	0.99152
ENST00000346299	P/LP	0.73536
ENST00000346299	B/LB	1.0074
ENST00000347230	P/LP	0.91063
ENST00000347230	B/LB	0.91063
ENST00000347364	P/LP	0.99809
ENST00000347364	B/LB	0.99809
ENST00000347454	P/LP	0.98858
ENST00000347454	B/LB	0.98858
ENST00000347631	P/LP	0.72123
ENST00000347631	B/LB	0.72123
ENST00000347755	P/LP	1.082
ENST00000347755	B/LB	1.082
ENST00000348417	P/LP	0.83944
ENST00000348417	B/LB	0.88831
ENST00000348459	B/LB	0.76474
ENST00000348831	B/LB	0.55282
ENST00000349033	P/LP	1.1583
ENST00000349033	B/LB	1.01789
ENST00000349077	P/LP	0.80935
ENST00000349077	B/LB	0.80935
ENST00000349215	P/LP	0.9659
ENST00000349215	B/LB	0.9659
ENST00000349533	P/LP	0.88849
ENST00000349533	B/LB	0.88849
ENST00000349703	B/LB	0.92922
ENST00000349780	P/LP	0.98365
ENST00000349780	B/LB	0.98365
ENST00000350690	B/LB	0.9787
ENST00000351008	B/LB	0.95103
ENST00000351298	P/LP	0.98434
ENST00000351298	B/LB	0.98434
ENST00000351513	P/LP	0.96789
ENST00000351513	B/LB	0.96789
ENST00000352397	P/LP	1.1592
ENST00000352397	B/LB	1.1592
ENST00000352410	P/LP	0.98063
ENST00000352410	B/LB	0.98063
ENST00000352480	P/LP	0.82954
ENST00000352480	B/LB	0.82954
ENST00000352665	B/LB	0.99553
ENST00000352909	P/LP	1.0334
ENST00000352909	B/LB	1.0334
ENST00000353234	P/LP	0.99219
ENST00000353234	B/LB	0.99219
ENST00000353379	P/LP	1.2141
ENST00000353379	B/LB	1.2141
ENST00000354105	P/LP	0.93602
ENST00000354105	B/LB	0.93602
ENST00000354171	P/LP	1.3027
ENST00000354171	B/LB	1.3027
ENST00000354200	B/LB	0.740415
ENST00000354202	P/LP	0.76106
ENST00000354212	B/LB	1.1851
ENST00000354258	B/LB	0.85074
ENST00000354488	B/LB	0.95971
ENST00000354489	P/LP	0.9011
ENST00000354489	B/LB	0.9011
ENST00000354532	B/LB	0.89343
ENST00000354624	P/LP	1.0024
ENST00000354624	B/LB	1.0024
ENST00000354638	P/LP	0.97516
ENST00000354638	B/LB	0.97516
ENST00000354764	B/LB	0.91663
ENST00000354883	B/LB	1.1781
ENST00000355091	P/LP	0.94852
ENST00000355091	B/LB	0.94852
ENST00000355112	P/LP	0.91915
ENST00000355112	B/LB	0.95658
ENST00000355119	B/LB	1.0349
ENST00000355295	B/LB	1.0331
ENST00000355300	P/LP	0.6585
ENST00000355341	B/LB	1.0467
ENST00000355422	B/LB	0.89178
ENST00000355499	B/LB	0.9052
ENST00000355527	P/LP	0.94317
ENST00000355527	B/LB	0.94317
ENST00000355528	P/LP	0.90243
ENST00000355528	B/LB	0.90243
ENST00000355630	B/LB	1.0626
ENST00000355697	B/LB	0.93604
ENST00000355699	P/LP	0.86742
ENST00000355699	B/LB	0.86742
ENST00000355773	P/LP	0.92913
ENST00000355773	B/LB	0.90822
ENST00000355867	P/LP	0.66856
ENST00000355867	B/LB	0.9707
ENST00000355904	P/LP	0.88056
ENST00000355904	B/LB	0.88056
ENST00000355943	P/LP	1.0465
ENST00000355943	B/LB	1.0465
ENST00000355962	P/LP	0.91822
ENST00000355962	B/LB	0.91822
ENST00000356031	B/LB	1.0161
ENST00000356056	B/LB	0.95744
ENST00000356080	P/LP	0.9782
ENST00000356080	B/LB	0.9782
ENST00000356083	P/LP	1.034
ENST00000356083	B/LB	1.034
ENST00000356173	P/LP	0.89502
ENST00000356231	P/LP	1.1089
ENST00000356231	B/LB	1.1089
ENST00000356232	P/LP	0.84875
ENST00000356232	B/LB	0.88746
ENST00000356284	B/LB	0.93776
ENST00000356286	P/LP	0.68208
ENST00000356286	B/LB	0.95304
ENST00000356309	B/LB	0.78255
ENST00000356388	P/LP	1.0801
ENST00000356392	B/LB	1.0433
ENST00000356433	P/LP	1.0988
ENST00000356433	B/LB	1.0988
ENST00000356487	P/LP	0.86097
ENST00000356487	B/LB	0.86097
ENST00000356545	B/LB	0.87705
ENST00000356607	B/LB	0.78845
ENST00000356736	P/LP	0.99075
ENST00000356736	B/LB	1.0905
ENST00000356839	P/LP	1.0223
ENST00000356839	B/LB	1.0223
ENST00000356924	P/LP	0.99019
ENST00000356924	B/LB	0.99019
ENST00000356940	P/LP	0.76973
ENST00000356940	B/LB	0.76973
ENST00000357039	P/LP	0.98979
ENST00000357039	B/LB	0.98979
ENST00000357081	P/LP	0.74509
ENST00000357081	B/LB	0.82994
ENST00000357137	P/LP	0.93597
ENST00000357137	B/LB	0.93597
ENST00000357162	P/LP	0.84824
ENST00000357162	B/LB	0.96351
ENST00000357164	P/LP	1.0207
ENST00000357164	B/LB	1.0207
ENST00000357276	P/LP	0.85066
ENST00000357276	B/LB	0.85066
ENST00000357308	P/LP	0.61174
ENST00000357447	P/LP	0.6204
ENST00000357447	B/LB	1.0894
ENST00000357519	B/LB	0.87408
ENST00000357559	B/LB	1.1496
ENST00000357578	P/LP	0.82302
ENST00000357578	B/LB	1.1919
ENST00000357586	P/LP	0.10487
ENST00000357586	B/LB	0.767175
ENST00000357716	P/LP	0.80821
ENST00000357716	B/LB	0.80821
ENST00000357720	P/LP	0.96098
ENST00000357720	B/LB	0.96098
ENST00000357869	B/LB	0.95975
ENST00000357997	P/LP	1.0697
ENST00000357997	B/LB	1.0355
ENST00000357998	P/LP	0.96032
ENST00000357998	B/LB	0.96032
ENST00000358196	P/LP	0.61845
ENST00000358196	B/LB	0.69038
ENST00000358232	P/LP	0.95162
ENST00000358232	B/LB	0.95162
ENST00000358359	B/LB	1.112
ENST00000358387	B/LB	0.84934
ENST00000358514	B/LB	0.88573
ENST00000358647	B/LB	0.96087
ENST00000358755	B/LB	0.85358
ENST00000358776	P/LP	1.0384
ENST00000358867	P/LP	1.0513
ENST00000358867	B/LB	1.0513
ENST00000358951	P/LP	0.98831
ENST00000358951	B/LB	0.85004
ENST00000359204	B/LB	0.98344
ENST00000359271	P/LP	0.98026
ENST00000359271	B/LB	0.98026
ENST00000359273	P/LP	0.72941
ENST00000359273	B/LB	0.72941
ENST00000359321	P/LP	0.98514
ENST00000359321	B/LB	0.98514
ENST00000359396	P/LP	0.8796
ENST00000359396	B/LB	0.8804
ENST00000359520	B/LB	0.8512
ENST00000359543	B/LB	1.1466
ENST00000359568	B/LB	1.034
ENST00000359593	P/LP	1.0694
ENST00000359593	B/LB	1.0694
ENST00000359678	P/LP	1.0007
ENST00000359678	B/LB	1.0007
ENST00000359794	P/LP	0.67438
ENST00000359794	B/LB	0.67438
ENST00000359947	B/LB	0.87374
ENST00000360057	P/LP	0.98577
ENST00000360057	B/LB	0.98577
ENST00000360110	B/LB	0.8985
ENST00000360131	P/LP	0.7962
ENST00000360131	B/LB	0.90535
ENST00000360215	P/LP	0.88661
ENST00000360215	B/LB	0.88661
ENST00000360280	P/LP	0.93132
ENST00000360280	B/LB	0.93132
ENST00000360403	P/LP	0.84509
ENST00000360403	B/LB	0.84509
ENST00000360509	P/LP	1.0846
ENST00000360509	B/LB	1.0846
ENST00000360525	P/LP	1.0357
ENST00000360525	B/LB	1.0357
ENST00000360614	P/LP	0.69798
ENST00000360614	B/LB	1.0228
ENST00000360774	P/LP	0.82729
ENST00000360774	B/LB	0.82729
ENST00000360820	B/LB	0.83215
ENST00000360961	P/LP	0.80254
ENST00000360961	B/LB	0.80254
ENST00000361069	B/LB	0.93784
ENST00000361070	B/LB	1.1486
ENST00000361114	P/LP	0.85841
ENST00000361114	B/LB	0.85841
ENST00000361127	B/LB	0.96868
ENST00000361138	B/LB	0.935305
ENST00000361226	B/LB	0.89481
ENST00000361247	B/LB	0.77212
ENST00000361249	B/LB	1.0788
ENST00000361271	B/LB	1.0419
ENST00000361383	B/LB	0.7364
ENST00000361413	P/LP	0.98605
ENST00000361413	B/LB	0.98605
ENST00000361462	P/LP	0.9368
ENST00000361462	B/LB	0.8591
ENST00000361490	P/LP	0.94679
ENST00000361490	B/LB	0.94679
ENST00000361505	P/LP	0.88166
ENST00000361505	B/LB	0.88166
ENST00000361763	B/LB	0.87823
ENST00000361799	P/LP	0.76319
ENST00000361897	B/LB	0.88762
ENST00000361915	P/LP	0.9935
ENST00000361915	B/LB	0.9935
ENST00000361956	P/LP	0.94551
ENST00000361956	B/LB	0.94551
ENST00000361983	B/LB	0.86461
ENST00000362021	B/LB	0.80491
ENST00000362057	P/LP	0.99866
ENST00000362057	B/LB	0.99866
ENST00000362065	B/LB	1.1942
ENST00000362089	B/LB	0.90803
ENST00000366425	P/LP	1.0294
ENST00000366425	B/LB	1.0294
ENST00000366541	P/LP	0.95676
ENST00000366541	B/LB	0.95676
ENST00000366577	P/LP	0.81199
ENST00000366577	B/LB	0.81199
ENST00000366600	P/LP	0.8732
ENST00000366600	B/LB	0.8732
ENST00000366615	B/LB	1.2518
ENST00000366645	B/LB	0.87053
ENST00000366647	P/LP	0.87912
ENST00000366647	B/LB	0.87912
ENST00000366669	B/LB	0.93023
ENST00000366672	P/LP	0.73046
ENST00000366711	P/LP	1.2177
ENST00000366711	B/LB	1.2177
ENST00000366922	P/LP	0.90456
ENST00000366922	B/LB	0.90456
ENST00000366923	P/LP	0.87691
ENST00000366923	B/LB	0.87691
ENST00000366926	B/LB	0.81083
ENST00000366955	B/LB	0.97619
ENST00000366956	B/LB	0.86282
ENST00000366971	P/LP	0.97169
ENST00000366971	B/LB	0.97169
ENST00000366999	P/LP	0.76576
ENST00000366999	B/LB	0.76576
ENST00000367064	P/LP	0.791625
ENST00000367064	B/LB	0.90386
ENST00000367069	B/LB	0.94387
ENST00000367137	B/LB	1.1451
ENST00000367157	B/LB	0.92342
ENST00000367188	B/LB	1.0923
ENST00000367265	P/LP	0.9469
ENST00000367265	B/LB	1.0218
ENST00000367288	B/LB	1.0109
ENST00000367324	B/LB	1.0093
ENST00000367350	B/LB	0.9118
ENST00000367409	P/LP	1.04725
ENST00000367409	B/LB	1.009
ENST00000367412	B/LB	0.99488
ENST00000367466	B/LB	0.78997
ENST00000367519	P/LP	1.039
ENST00000367519	B/LB	1.039
ENST00000367535	P/LP	0.82645
ENST00000367535	B/LB	0.82645
ENST00000367568	P/LP	1.079
ENST00000367568	B/LB	1.079
ENST00000367576	B/LB	0.8978
ENST00000367591	P/LP	0.81102
ENST00000367591	B/LB	0.81102
ENST00000367609	P/LP	0.77011
ENST00000367609	B/LB	0.98728
ENST00000367615	P/LP	0.91575
ENST00000367615	B/LB	0.91575
ENST00000367662	P/LP	0.899
ENST00000367662	B/LB	0.899
ENST00000367674	P/LP	0.80908
ENST00000367674	B/LB	0.9433
ENST00000367755	P/LP	1.0432
ENST00000367755	B/LB	1.0432
ENST00000367763	P/LP	1.0097
ENST00000367763	B/LB	1.0097
ENST00000367821	P/LP	0.28572
ENST00000367821	B/LB	0.92416
ENST00000367881	P/LP	0.76715
ENST00000367942	P/LP	0.93245
ENST00000367942	B/LB	0.93245
ENST00000368003	P/LP	0.90963
ENST00000368003	B/LB	0.90963
ENST00000368012	P/LP	0.87561
ENST00000368012	B/LB	0.87561
ENST00000368068	P/LP	0.67764
ENST00000368072	P/LP	1.0758
ENST00000368072	B/LB	1.0758
ENST00000368087	P/LP	0.97221
ENST00000368087	B/LB	0.97221
ENST00000368090	P/LP	0.98031
ENST00000368099	B/LB	0.98214
ENST00000368235	P/LP	0.96247
ENST00000368235	B/LB	0.96247
ENST00000368400	P/LP	0.9293
ENST00000368547	P/LP	0.95724
ENST00000368547	B/LB	0.95724
ENST00000368592	P/LP	1.1568
ENST00000368592	B/LB	1.1568
ENST00000368608	B/LB	0.98365
ENST00000368666	P/LP	0.89175
ENST00000368666	B/LB	0.89175
ENST00000368797	P/LP	0.93056
ENST00000368797	B/LB	0.93056
ENST00000368845	P/LP	0.81422
ENST00000368845	B/LB	0.81422
ENST00000368868	P/LP	0.92732
ENST00000369037	P/LP	0.93737
ENST00000369037	B/LB	0.93737
ENST00000369046	P/LP	0.81109
ENST00000369046	B/LB	0.81109
ENST00000369047	P/LP	0.94312
ENST00000369047	B/LB	0.94312
ENST00000369063	P/LP	0.87278
ENST00000369063	B/LB	0.87278
ENST00000369064	P/LP	0.7646
ENST00000369064	B/LB	0.7646
ENST00000369076	B/LB	0.59689
ENST00000369215	B/LB	1.0644
ENST00000369221	B/LB	0.88208
ENST00000369244	P/LP	0.9205
ENST00000369301	P/LP	0.89127
ENST00000369301	B/LB	0.89127
ENST00000369306	P/LP	0.95384
ENST00000369306	B/LB	0.95384
ENST00000369406	P/LP	0.98508
ENST00000369406	B/LB	0.98508
ENST00000369416	P/LP	0.91452
ENST00000369416	B/LB	0.91452
ENST00000369429	B/LB	1.0091
ENST00000369443	B/LB	0.92978
ENST00000369486	B/LB	0.70634
ENST00000369512	P/LP	0.6978
ENST00000369512	B/LB	1.0664
ENST00000369536	P/LP	0.97052
ENST00000369536	B/LB	0.97052
ENST00000369552	B/LB	0.77721
ENST00000369569	P/LP	1.0067
ENST00000369569	B/LB	1.0067
ENST00000369684	B/LB	0.75235
ENST00000369689	B/LB	1.2542
ENST00000369704	B/LB	0.96946
ENST00000369846	P/LP	1.0195
ENST00000369846	B/LB	1.0195
ENST00000369887	P/LP	0.83474
ENST00000369887	B/LB	0.90061
ENST00000369969	P/LP	0.82016
ENST00000369969	B/LB	0.82016
ENST00000370109	P/LP	0.92056
ENST00000370132	P/LP	0.879
ENST00000370132	B/LB	0.879
ENST00000370192	P/LP	1.0379
ENST00000370192	B/LB	1.0379
ENST00000370193	B/LB	0.90596
ENST00000370205	P/LP	1.0598
ENST00000370205	B/LB	1.0598
ENST00000370367	B/LB	1.0091
ENST00000370397	B/LB	0.97022
ENST00000370425	P/LP	0.99578
ENST00000370425	B/LB	0.99578
ENST00000370550	B/LB	0.7699
ENST00000370552	B/LB	0.96297
ENST00000370646	P/LP	0.95525
ENST00000370646	B/LB	0.95525
ENST00000370812	P/LP	0.91675
ENST00000370812	B/LB	0.91675
ENST00000370841	P/LP	0.97836
ENST00000370841	B/LB	0.97836
ENST00000370938	B/LB	0.95408
ENST00000371069	B/LB	0.85365
ENST00000371079	B/LB	0.78051
ENST00000371084	P/LP	1.0094
ENST00000371084	B/LB	1.0094
ENST00000371117	P/LP	0.9746
ENST00000371117	B/LB	0.9746
ENST00000371205	B/LB	0.83027
ENST00000371217	P/LP	0.96687
ENST00000371217	B/LB	0.96687
ENST00000371237	B/LB	1.0893
ENST00000371269	P/LP	0.79227
ENST00000371269	B/LB	0.79227
ENST00000371279	P/LP	0.97156
ENST00000371279	B/LB	0.97156
ENST00000371321	B/LB	1.2632
ENST00000371372	B/LB	0.9918
ENST00000371380	P/LP	0.75903
ENST00000371380	B/LB	0.97195
ENST00000371447	P/LP	0.87814
ENST00000371447	B/LB	0.87814
ENST00000371485	B/LB	0.87884
ENST00000371564	B/LB	0.928215
ENST00000371568	P/LP	0.91306
ENST00000371568	B/LB	0.91306
ENST00000371588	P/LP	1.0946
ENST00000371588	B/LB	0.53488
ENST00000371589	P/LP	1.0663
ENST00000371589	B/LB	1.0663
ENST00000371696	P/LP	1.0508
ENST00000371696	B/LB	1.0508
ENST00000371712	P/LP	1.0403
ENST00000371712	B/LB	1.0403
ENST00000371717	B/LB	1.0304
ENST00000371732	B/LB	1.0347
ENST00000371748	P/LP	1.1179
ENST00000371748	B/LB	1.1179
ENST00000371877	P/LP	0.88761
ENST00000371877	B/LB	0.88761
ENST00000371917	B/LB	0.69711
ENST00000371974	P/LP	1.1858
ENST00000371974	B/LB	1.1858
ENST00000371984	P/LP	0.90063
ENST00000371984	B/LB	0.90063
ENST00000372090	P/LP	0.83129
ENST00000372090	B/LB	0.83129
ENST00000372114	P/LP	1.0331
ENST00000372114	B/LB	1.0331
ENST00000372163	P/LP	0.97079
ENST00000372163	B/LB	0.97079
ENST00000372236	P/LP	0.88744
ENST00000372236	B/LB	0.88744
ENST00000372237	B/LB	0.80419
ENST00000372285	P/LP	0.7439
ENST00000372285	B/LB	0.7439
ENST00000372310	P/LP	0.74661
ENST00000372310	B/LB	0.74661
ENST00000372330	P/LP	0.9692
ENST00000372330	B/LB	0.9692
ENST00000372358	P/LP	0.94635
ENST00000372358	B/LB	0.94635
ENST00000372371	P/LP	0.76133
ENST00000372371	B/LB	0.82969
ENST00000372521	P/LP	0.86017
ENST00000372561	P/LP	0.69018
ENST00000372577	B/LB	0.91357
ENST00000372586	P/LP	0.87259
ENST00000372586	B/LB	0.87259
ENST00000372715	P/LP	1.02
ENST00000372715	B/LB	1.02
ENST00000372759	P/LP	0.91667
ENST00000372759	B/LB	0.91667
ENST00000372808	B/LB	0.88198
ENST00000372811	P/LP	0.69755
ENST00000372811	B/LB	0.69755
ENST00000372945	B/LB	1.0262
ENST00000372977	B/LB	1.0304
ENST00000373030	P/LP	0.86329
ENST00000373030	B/LB	0.86329
ENST00000373113	P/LP	0.92381
ENST00000373113	B/LB	0.92381
ENST00000373115	P/LP	1.0342
ENST00000373115	B/LB	1.0342
ENST00000373178	P/LP	1.0028
ENST00000373178	B/LB	1.0028
ENST00000373189	P/LP	0.96221
ENST00000373189	B/LB	0.96221
ENST00000373202	P/LP	0.78197
ENST00000373202	B/LB	0.78197
ENST00000373327	B/LB	0.93781
ENST00000373467	B/LB	0.60564
ENST00000373631	P/LP	0.9955
ENST00000373631	B/LB	0.9955
ENST00000373673	P/LP	1.0585
ENST00000374076	B/LB	1.0078
ENST00000374092	B/LB	0.8336
ENST00000374103	P/LP	0.93597
ENST00000374103	B/LB	0.93597
ENST00000374338	P/LP	0.93369
ENST00000374338	B/LB	0.93369
ENST00000374448	P/LP	0.94481
ENST00000374448	B/LB	0.94481
ENST00000374479	P/LP	0.95846
ENST00000374479	B/LB	0.95846
ENST00000374490	P/LP	0.95203
ENST00000374490	B/LB	0.95203
ENST00000374640	P/LP	1.0133
ENST00000374640	B/LB	1.0133
ENST00000374642	P/LP	0.83601
ENST00000374642	B/LB	0.83601
ENST00000374677	P/LP	0.84609
ENST00000374677	B/LB	0.84609
ENST00000374692	P/LP	1.083
ENST00000374692	B/LB	1.083
ENST00000374695	P/LP	0.87778
ENST00000374695	B/LB	0.87778
ENST00000374720	B/LB	0.86203
ENST00000374793	B/LB	0.99312
ENST00000374864	P/LP	1.0834
ENST00000374864	B/LB	0.82808
ENST00000374882	P/LP	0.93593
ENST00000374882	B/LB	0.93593
ENST00000375128	P/LP	1.0329
ENST00000375128	B/LB	1.0329
ENST00000375200	P/LP	0.86091
ENST00000375200	B/LB	0.86091
ENST00000375213	B/LB	0.95192
ENST00000375263	P/LP	0.86213
ENST00000375263	B/LB	0.86213
ENST00000375326	P/LP	0.76977
ENST00000375326	B/LB	0.76977
ENST00000375341	B/LB	0.97714
ENST00000375460	P/LP	0.94588
ENST00000375460	B/LB	0.94588
ENST00000375559	P/LP	0.74647
ENST00000375559	B/LB	0.74647
ENST00000375631	P/LP	0.78476
ENST00000375631	B/LB	0.78476
ENST00000375663	P/LP	0.73869
ENST00000375663	B/LB	0.82732
ENST00000375750	P/LP	0.91682
ENST00000375750	B/LB	0.91682
ENST00000375807	B/LB	1.0225
ENST00000376016	P/LP	0.64249
ENST00000376016	B/LB	0.92619
ENST00000376052	B/LB	0.7271
ENST00000376075	B/LB	1.0047
ENST00000376215	P/LP	0.72686
ENST00000376215	B/LB	0.72686
ENST00000376285	P/LP	0.98231
ENST00000376285	B/LB	0.98231
ENST00000376588	P/LP	0.89077
ENST00000376588	B/LB	0.89077
ENST00000376649	P/LP	0.975
ENST00000376649	B/LB	0.975
ENST00000376692	B/LB	0.76783
ENST00000377028	B/LB	1.0495
ENST00000377047	P/LP	0.90477
ENST00000377047	B/LB	0.90477
ENST00000377075	P/LP	0.75729
ENST00000377075	B/LB	0.75729
ENST00000377205	P/LP	0.84261
ENST00000377205	B/LB	0.84261
ENST00000377245	P/LP	0.9843
ENST00000377245	B/LB	0.9843
ENST00000377403	B/LB	1.0263
ENST00000377453	P/LP	0.97178
ENST00000377453	B/LB	0.97178
ENST00000377574	P/LP	0.92105
ENST00000377574	B/LB	0.92105
ENST00000377710	B/LB	0.96284
ENST00000377728	P/LP	0.89418
ENST00000377728	B/LB	0.89418
ENST00000377833	P/LP	0.9992
ENST00000377833	B/LB	1.0432
ENST00000377976	B/LB	1.0381
ENST00000378076	B/LB	1.059
ENST00000378103	P/LP	0.87648
ENST00000378103	B/LB	0.87648
ENST00000378106	P/LP	1.0012
ENST00000378106	B/LB	1.0012
ENST00000378156	P/LP	1.0157
ENST00000378156	B/LB	1.0157
ENST00000378164	B/LB	0.773075
ENST00000378198	B/LB	0.99922
ENST00000378230	B/LB	0.91043
ENST00000378278	P/LP	1.0759
ENST00000378278	B/LB	1.0759
ENST00000378295	B/LB	0.86629
ENST00000378302	P/LP	0.86279
ENST00000378302	B/LB	0.86279
ENST00000378364	P/LP	1.2637
ENST00000378364	B/LB	1.2637
ENST00000378454	P/LP	0.9796
ENST00000378454	B/LB	0.9796
ENST00000378460	B/LB	1.010425
ENST00000378617	P/LP	0.88442
ENST00000378617	B/LB	0.88442
ENST00000378643	P/LP	0.8741
ENST00000378643	B/LB	0.8741
ENST00000378670	P/LP	1.0214
ENST00000378670	B/LB	1.0214
ENST00000378714	B/LB	1.0149
ENST00000378750	P/LP	0.91497
ENST00000378750	B/LB	0.91497
ENST00000378802	P/LP	1.0183
ENST00000378802	B/LB	1.0183
ENST00000378823	P/LP	0.88737
ENST00000378823	B/LB	0.91573
ENST00000378842	P/LP	0.82111
ENST00000378842	B/LB	0.82111
ENST00000378863	B/LB	0.94245
ENST00000378910	P/LP	0.95517
ENST00000378910	B/LB	0.95517
ENST00000379028	B/LB	0.92639
ENST00000379143	P/LP	0.50404
ENST00000379158	P/LP	0.94515
ENST00000379158	B/LB	0.94515
ENST00000379236	B/LB	1.0521
ENST00000379300	B/LB	0.99094
ENST00000379370	P/LP	1.0213
ENST00000379370	B/LB	1.0213
ENST00000379380	P/LP	0.96581
ENST00000379380	B/LB	0.96581
ENST00000379416	B/LB	1.0974
ENST00000379454	P/LP	1.0005
ENST00000379454	B/LB	1.0005
ENST00000379644	P/LP	0.97278
ENST00000379644	B/LB	0.97278
ENST00000379661	P/LP	0.70685
ENST00000379661	B/LB	0.93632
ENST00000379731	B/LB	0.88248
ENST00000379817	P/LP	1.0143
ENST00000379817	B/LB	1.0143
ENST00000380009	B/LB	0.95327
ENST00000380044	P/LP	0.9157
ENST00000380044	B/LB	0.9157
ENST00000380062	P/LP	1.1616
ENST00000380062	B/LB	1.1616
ENST00000380099	B/LB	0.96579
ENST00000380495	P/LP	0.82571
ENST00000380495	B/LB	0.82571
ENST00000380525	P/LP	0.91567
ENST00000380525	B/LB	0.91567
ENST00000380539	P/LP	0.87869
ENST00000380539	B/LB	0.87869
ENST00000380649	P/LP	0.86247
ENST00000380649	B/LB	0.86247
ENST00000380656	B/LB	0.98041
ENST00000380753	B/LB	0.92189
ENST00000380843	B/LB	0.89078
ENST00000380950	P/LP	0.97166
ENST00000380950	B/LB	0.97166
ENST00000380993	P/LP	0.98023
ENST00000380993	B/LB	0.98023
ENST00000381070	B/LB	0.92961
ENST00000381210	P/LP	1.122
ENST00000381210	B/LB	1.122
ENST00000381340	B/LB	0.86317
ENST00000381418	P/LP	0.92603
ENST00000381418	B/LB	0.99913
ENST00000381431	P/LP	1.0844
ENST00000381431	B/LB	1.0844
ENST00000381458	B/LB	1.0199
ENST00000381655	P/LP	0.7536
ENST00000381655	B/LB	0.90153
ENST00000381799	B/LB	0.50191
ENST00000381937	B/LB	0.78216
ENST00000382051	P/LP	1.0026
ENST00000382051	B/LB	1.0026
ENST00000382100	P/LP	1.1252
ENST00000382100	B/LB	1.1252
ENST00000382103	P/LP	0.96626
ENST00000382103	B/LB	0.96626
ENST00000382172	P/LP	1.038
ENST00000382172	B/LB	1.038
ENST00000382292	P/LP	0.93371
ENST00000382292	B/LB	0.93371
ENST00000382438	B/LB	1.1512
ENST00000382722	B/LB	0.95274
ENST00000383701	P/LP	1.0952
ENST00000383701	B/LB	1.0952
ENST00000383729	P/LP	0.79752
ENST00000383729	B/LB	0.79752
ENST00000383788	P/LP	1.0393
ENST00000383788	B/LB	1.0393
ENST00000383794	B/LB	0.94025
ENST00000388798	B/LB	0.84286
ENST00000388948	B/LB	0.92393
ENST00000389039	P/LP	1.0121
ENST00000389039	B/LB	1.0121
ENST00000389297	B/LB	0.9727
ENST00000389658	P/LP	0.965125
ENST00000389658	B/LB	0.90505
ENST00000389704	B/LB	0.95833
ENST00000389793	P/LP	0.91033
ENST00000389793	B/LB	0.91033
ENST00000389851	B/LB	1.1916
ENST00000389902	P/LP	1.176
ENST00000389902	B/LB	1.176
ENST00000391945	P/LP	0.9766
ENST00000391945	B/LB	0.9766
ENST00000392167	P/LP	0.95442
ENST00000392167	B/LB	0.95442
ENST00000392213	B/LB	0.93341
ENST00000392370	B/LB	0.81253
ENST00000392386	P/LP	0.95021
ENST00000392386	B/LB	0.95021
ENST00000392413	B/LB	0.94379
ENST00000392446	P/LP	0.92649
ENST00000392446	B/LB	0.92649
ENST00000392521	P/LP	0.96258
ENST00000392521	B/LB	0.96258
ENST00000392644	P/LP	0.89245
ENST00000392644	B/LB	0.89245
ENST00000392666	P/LP	1.0036
ENST00000392666	B/LB	1.0036
ENST00000392671	P/LP	0.99491
ENST00000392676	B/LB	0.97181
ENST00000392701	P/LP	0.93547
ENST00000392701	B/LB	0.93547
ENST00000392857	P/LP	1.0131
ENST00000392857	B/LB	1.0131
ENST00000392986	P/LP	0.84411
ENST00000392986	B/LB	0.84411
ENST00000393038	P/LP	0.82206
ENST00000393038	B/LB	0.82206
ENST00000393056	B/LB	1.0017
ENST00000393087	P/LP	1.0728
ENST00000393087	B/LB	1.0728
ENST00000393119	P/LP	0.95106
ENST00000393119	B/LB	0.96374
ENST00000393200	P/LP	0.99862
ENST00000393229	P/LP	0.7559
ENST00000393229	B/LB	0.7559
ENST00000393409	P/LP	0.88905
